name,abbreviation,staff_tests,staff_tests_with_multiples,total_staff_cases,staff_recovered,total_staff_deaths,staff_partial_dose,staff_full_dose,prisoner_tests,prisoner_tests_with_multiples,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,prisoners_partial_dose,prisoners_full_dose,as_of_date,notes
Massachusetts,MA,,,191,167,0,,,8263,,416,379,8,,,06/28/2020,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
Michigan,MI,,,376,336,2,,,38300,,4015,2667,68,,,06/30/2020,"An earlier version of the number of staff recovered had a typo, and has been corrected."
Minnesota,MN,,,61,,0,,,11350,,341,,2,,,06/30/2020,
Mississippi,MS,192,,42,,,,,213,,71,,,,,06/30/2020,
Missouri,MO,,,68,15,0,,,12320,,159,29,1,,,06/30/2020,
Montana,MT,195,,3,3,0,,,723,,3,3,0,,,06/30/2020,The number of prisoner and staff cases and tests were later revised to exclude the Pine Hill juvenile facility.
Nebraska,NE,,,,,,,,,,,,,,,,
Nevada,NV,2560,,38,,0,,,12368,,15,,0,,,06/30/2020,
New Hampshire,NH,,,11,11,0,,,37,,1,1,0,,,07/01/2020,
New Jersey,NJ,,,781,725,3,,,,,2821,,46,,,06/30/2020,
New Mexico,NM,3683,,19,5,0,,,5965,,450,112,3,,,07/01/2020,New Mexico has updated its staff and prisoner case numbers over the past several weeks after they incorrectly reported them to us. The new figures are reflected here.
New York,NY,,,1298,1252,5,,,1421,,519,495,16,,,06/30/2020,
North Carolina,NC,2420,,199,161,1,,,4565,,799,744,5,,,06/30/2020,
North Dakota,ND,571,671,4,4,0,,,1577,1755,7,5,0,,,06/30/2020,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
Ohio,OH,,,799,685,5,,,14595,,5002,4246,82,,,06/30/2020,"After reviewing death certificates, Ohio later revised its number of confirmed deaths in several facilities including Chillicothe Correctional Institution, Belmont and Pickaway."
Oklahoma,OK,,,16,,0,,,,3002,7,2,0,,,06/30/2020,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
Oregon,OR,,,55,40,0,,,,826,178,155,1,,,06/29/2020,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
Pennsylvania,PA,912,,191,146,1,,,5468,,249,221,10,,,06/30/2020,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
Rhode Island,RI,,,21,17,0,,,,,18,12,0,,,06/29/2020,The number of prisoners who tested positive includes 6 jail detainees who were later released.
South Carolina,SC,,,122,78,1,,,794,,255,101,2,,,06/30/2020,
South Dakota,SD,63,,5,5,0,,,123,,4,4,0,,,06/30/2020,
Tennessee,TN,4865,4905,99,93,0,,,,23143,3173,3166,4,,,06/30/2020,The number we had originally been given for Tennessee's staff tests were total tests rather than unique people tested. We've now updated the number with new figures from the Department of Corrections.
Texas,TX,,35407,1455,928,8,,,,117639,8240,6790,116,,,06/29/2020,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
Utah,UT,,,4,4,0,,,,544,28,12,0,,,06/30/2020,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
Vermont,VT,,,20,19,0,,,1327,2156,47,45,0,,,06/30/2020,"The number of prisoner cases dropped by 3 this week to 47. Numbers are lower than last week for prisoner tests and total positive tests. They did some checks on their data and found that inmate tests contained 27 duplicates. Also added a line for ""unique positive cases"" which is lower than last week's positive tests, which included some inmates that got multiple positive results."
Virginia,VA,,,343,272,0,,,22929,,1512,1389,11,,,06/30/2020,
Washington,WA,,,93,,1,,,2554,,204,,2,,,06/30/2020,
West Virginia,WV,,4235,16,14,0,,,,5115,126,125,0,,,06/30/2020,"The number of prisoner cases dropped by 1 to 126 this week. The website lists about 8 false positives that were identified, which makes cases lower today than in the past week. An earlier verison of this spreadsheet included testing figures for jails and juvenile facilities. For consistency with other states, we've limited the numbers to prisons and work release centers. Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
Wisconsin,WI,,,69,65,0,,,14476,,278,262,0,,,06/30/2020,
Wyoming,WY,,,1,0,0,,,101,,0,0,0,,,07/02/2020,
Federal,US,,,728,575,1,,,22110,,6947,5335,94,,,06/30/2020,
Alabama,AL,,,149,53,0,,,289,,54,14,4,,,06/23/2020,
Alaska,AK,,,11,11,0,,,722,,2,2,0,,,06/23/2020,
Arizona,AZ,,,166,114,1,,,3024,,349,194,9,,,06/23/2020,
Arkansas,AR,2125,,188,141,1,,,6961,,2301,1380,11,,,06/23/2020,The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count.
California,CA,,,673,317,2,,,31725,,3800,1880,19,,,06/23/2020,
Colorado,CO,,,50,48,0,,,4113,8407,629,623,3,,,06/23/2020,
Connecticut,CT,,,380,377,0,,,,,1256,1238,7,,,06/26/2020,
Delaware,DE,805,,93,80,,,,300,,148,140,7,,,06/25/2020,
Florida,FL,,,374,,,,,18697,,1798,,21,,,06/23/2020,
Georgia,GA,,,204,148,1,,,,,530,431,22,,,06/23/2020,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
Hawaii,HI,,,0,0,0,,,49,,0,0,0,,,06/23/2020,
Idaho,ID,99,,9,5,0,,,73,74,0,0,0,,,06/23/2020,"Staff tests only includes Idaho DOC. They are not tracking staff testing in Eagle Pass or CAPP, the MTC (Management & Training Corporation) facility south of Boise."
Illinois,IL,,,187,167,0,,,900,,274,225,13,,,06/23/2020,
Indiana,IN,1227,,293,259,2,,,1730,,681,661,20,,,06/23/2020,"Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department. Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
Iowa,IA,,,22,18,0,,,2091,,34,30,0,,,06/23/2020,
Kansas,KS,,,115,67,2,,,,2719,901,893,4,,,06/23/2020,Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
Kentucky,KY,,,61,,0,,,,,430,,2,,,06/23/2020,
Louisiana,LA,,,181,140,3,,,,,624,537,15,,,06/23/2020,
Maine,ME,,,1,1,0,,,999,,4,4,0,,,06/23/2020,
Maryland,MD,4788,,422,281,1,,,16429,,433,119,8,,,06/22/2020,
Massachusetts,MA,,,191,167,0,,,8009,,413,387,8,,,06/21/2020,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
Michigan,MI,,,375,,2,,,38191,,3991,2367,68,,,06/23/2020,
Minnesota,MN,,,61,,0,,,9614,,334,,1,,,06/23/2020,"The week of June 23, one prisoner’s death was miscategorized as a staff member’s death. That number has been corrected. According to the Minnesota Department of Corrections, 63 staff have recovered from COVID-19 or returned to work. However, this category includes staff who were presumed to have COVID-19 and weren't tested. We didn't include this number since the DOC can't separate staff who were recovered and staff who returned to work."
Mississippi,MS,168,,34,,,,,143,,60,,1,,,06/23/2020,
Missouri,MO,,,55,15,0,,,9223,,100,29,1,,,06/23/2020,
Montana,MT,195,,3,3,0,,,723,,3,3,0,,,06/23/2020,The number of prisoner and staff cases and tests were later revised to exclude the Pine Hill juvenile facility.
Nebraska,NE,,,20,13,,,,487,,8,7,0,,,06/23/2020,
Nevada,NV,2162,,34,,0,,,9144,,9,,0,,,06/23/2020,
New Hampshire,NH,,,11,11,0,,,34,,1,0,0,,,06/23/2020,
New Jersey,NJ,,,781,,,,,,,2756,,46,,,06/25/2020,
New Mexico,NM,3131,,17,5,0,,,5239,,418,110,3,,,06/24/2020,New Mexico has updated its case numbers over the past several weeks after they incorrectly reported them to us. The new figures are reflected here.
New York,NY,,,1290,,5,,,1321,,517,492,16,,,06/23/2020,
North Carolina,NC,,,162,143,1,,,3509,,775,665,5,,,06/23/2020,
North Dakota,ND,571,668,4,4,0,,,1571,1739,6,5,0,,,06/23/2020,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
Ohio,OH,,,766,677,5,,,13539,,4950,,80,,,06/23/2020,"After reviewing death certificates, Ohio later revised its number of confirmed deaths in several facilities including Chillicothe Correctional Institution, Belmont and Pickaway."
Oklahoma,OK,,,15,,0,,,,2560,4,1,0,,,06/22/2020,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
Oregon,OR,,,51,36,0,,,,773,175,139,1,,,06/23/2020,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
Pennsylvania,PA,890,,188,143,1,,,4827,,241,217,10,,,06/23/2020,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
Rhode Island,RI,,,19,,0,,,,,18,,0,,,06/23/2020,Deaths filled in based on later weeks' reports.
South Carolina,SC,,,97,67,1,,,585,,133,81,2,,,06/23/2020,
South Dakota,SD,60,,5,4,0,,,117,,4,4,0,,,06/23/2020,
Tennessee,TN,4865,4905,99,93,0,,,,23141,3171,3078,4,,,06/23/2020,The number we had originally been given for Tennessee's staff tests were total tests rather than unique people tested. We've now updated the number with new figures from the Department of Corrections.
Texas,TX,,32115,1237,846,8,,,,108367,7575,6255,104,,,06/23/2020,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
Utah,UT,,,4,4,0,,,,364,14,10,0,,,06/22/2020,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
Vermont,VT,,971,20,19,0,,,1330,1888,47,43,0,,,06/24/2020,"At the end of June, Vermont said it had inadvertantly counted some prisoners with positive cases more than once for several weeks. We've since revised this week's prisoner case counts accordingly."
Virginia,VA,,,317,229,0,,,,,1494,1073,10,,,06/23/2020,
Washington,WA,,,83,,1,,,699,,131,,1,,,06/23/2020,
West Virginia,WV,,4219,16,14,0,,,,5095,,124,0,,,06/23/2020,"West Virginia found a number of false positives and revised their prisoner cases numbers down to 127 this week. In later weeks, it dropped again. Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
Wisconsin,WI,,,66,65,0,,,,13268,270,261,0,,,06/23/2020,
Wyoming,WY,20,,1,0,0,,,61,,0,0,0,,,06/26/2020,
Federal,US,,,692,528,1,,,19934,,6621,5171,91,,,06/23/2020,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
Alabama,AL,,,131,33,,,,265,,43,14,4,,,06/15/2020,
Alaska,AK,,,11,11,0,,,643,,2,2,0,,,06/16/2020,
Arizona,AZ,,,120,87,1,,,2764,,265,130,8,,,06/16/2020,
Arkansas,AR,956,,172,116,1,,,4453,,1801,1231,11,,,06/16/2020,The number of recovered prisoners was updated. An earlier version included the numbers of deaths in the recovered count.
California,CA,,,564,269,2,,,25666,,3225,1032,17,,,06/16/2020,
Colorado,CO,,,50,46,0,,,3980,7867,628,617,3,,,06/16/2020,"The number of prisoners recovered dropped by 1 this week, and we're inquiring as to why."
Connecticut,CT,571,,380,371,0,,,6249,,1210,1076,7,,,06/16/2020,
Delaware,DE,,,92,71,,,,299,,148,140,7,,,06/12/2020,
Florida,FL,,,332,,0,,,17070,,1692,,19,,,06/16/2020,
Georgia,GA,,,185,135,1,,,,,505,392,20,,,06/17/2020,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
Hawaii,HI,,,0,0,0,,,42,,0,0,0,,,06/16/2020,
Idaho,ID,86,,5,5,0,,,67,68,0,0,0,,,06/16/2020,"Staff tests only includes Idaho DOC. They are not tracking staff testing in Eagle Pass or CAPP, the MTC (Management & Training Corporation) facility south of Boise. Number of prisoner tests includes same prisoner that was tested twice, so 67 inmates tested, 68 tests."
Illinois,IL,,,179,164,0,,,263,,263,218,13,,,06/16/2020,
Indiana,IN,1196,,288,254,2,,,1640,,673,629,19,,,06/16/2020,"Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department. Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
Iowa,IA,,,18,18,0,,,,1792,30,23,0,,,06/16/2020,
Kansas,KS,,,114,67,2,,,,2706,894,887,4,,,06/15/2020,Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
Kentucky,KY,,,57,48,0,,,,,409,346,2,,,06/16/2020,
Louisiana,LA,,,171,131,3,,,,,616,475,15,,,06/16/2020,
Maine,ME,,,1,1,0,,,960,,4,4,0,,,06/16/2020,
Maryland,MD,4036,,407,266,1,,,7892,,359,90,8,,,06/15/2020,
Massachusetts,MA,,,191,165,0,,,7795,,411,385,8,,,06/14/2020,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
Michigan,MI,2283,,372,318,2,,,38122,,3982,2236,68,,,06/16/2020,
Minnesota,MN,,,59,58,0,,,6643,,289,,0,,,06/16/2020,
Mississippi,MS,155,,30,,,,,131,,35,,1,,,06/16/2020,Prisoner deaths based on past weeks.
Missouri,MO,,,49,12,0,,,6134,,58,28,1,,,06/16/2020,
Montana,MT,111,,3,,,,,291,,2,,,,,06/17/2020,The number of prisoner and staff cases and tests were later revised to exclude the Pine Hill juvenile facility.
Nebraska,NE,,,20,13,,,,400,,7,7,0,,,06/16/2020,
Nevada,NV,1563,,30,,0,,,8766,,8,,0,,,06/16/2020,
New Hampshire,NH,,,11,11,0,,,31,,1,0,0,,,06/16/2020,
New Jersey,NJ,,,781,640,3,,,,,2655,,46,,,06/16/2020,"They don't track ""prisoner recoveries"". The number of staff tests dropped this week. We're inquiring as to why."
New Mexico,NM,2982,,17,5,0,,,4775,,320,17,2,,,06/17/2020,New Mexico initially reported 60 staff cases this week. It later revised those numbers and we have updated them here. New Mexico has also updated its prisoner case numbers over the past several weeks after they incorrectly reported them to us. The new figures are reflected here.
